49,19,《药食同源与治未病》书中介绍了很多简单易行的养生方法,3,4,,,08:44.0,27:50.7,3,71
50,20,《时节养生》内容详尽，特别是关于四季养生的部分,3,4,,,47:25.0,27:50.7,5,44
51,21,《漫画黄帝内经》将深奥的中医知识变得生动有趣，易于吸收,3,5,,,03:30.0,27:50.7,14,43
52,22,《百病生于瘀和堵》提供了很多实用的健康建议，帮助我改善了生活习惯,3,4,,,35:42.0,27:50.7,4,80
54,24,艾草锤子在缓解肌肉疲劳方面效果显著，推荐给经常锻炼的人,3,4,,,30:03.0,27:50.8,10,87
55,25,艾灸贴的使用让我感到整体放松，特别是缓解了我的肩颈疼痛,3,4,,,44:53.0,27:50.8,3,23
57,27,人参五指毛桃茯苓茶的味道虽然独特，但其效果让我难以抗拒,3,5,,,38:36.0,27:50.8,1,42
58,28,祛湿茶真的能有效改善湿气重的症状，尤其是在潮湿的季节,3,4,,,37:50.0,27:50.8,11,37
59,29,参苓白术丸让我感觉整个人都轻松了，消化也变得更好,3,4,,,16:56.0,27:50.8,4,79
31,1,助眠茶的天然成分让我整夜睡得安稳，非常满意,3,5,,,12:19.0,27:50.8,2,44
32,2,护嗓润肺茶喝起来感觉嗓子舒服很多，适合经常用嗓的人,3,4,,,21:19.0,27:50.8,2,24
33,3,逍遥茶真是我的压力缓解剂，每次喝了都能感到身心放松,3,5,,,40:06.0,27:50.8,7,40
34,4,人参五指毛桃茯苓茶的效果非常好，尤其在换季时期增强抵抗力,3,5,,,52:01.0,27:50.8,6,73
35,5,山楂陈皮茯苓茶对消化不良有很好的帮助，喝了肚子舒服多了,3,5,,,08:36.0,02:03.4,6,37
36,6,百消丹玉妍丸让我的皮肤变得更加光滑，痘痘明显减少,3,5,,,38:06.0,02:03.4,3,35
37,7,灵芝孢子粉的免疫提升作用非常明显，感觉身体更加健康,3,5,,,52:40.0,02:03.4,5,79
39,9,猴头菇口服液对提升免疫力和记忆力真的有效，尽管味道有待改善,2,3,,,15:06.0,02:03.4,3,38
40,10,片仔癀漱口水确实能有效改善口腔健康，使用后口气清新,3,4,,,44:51.0,02:03.4,13,12
41,11,口清片是改善口臭的好帮手，尤其是对抗晨起口臭非常有效,3,5,,,35:38.0,02:03.4,5,97
43,13,黄芪洗面奶让我的面部肌肤变得更加细腻，适合敏感肌肤,3,4,,,03:59.0,02:03.4,7,41
44,14,七子白面膜粉使用后感觉肌肤紧致有光泽，适合干性皮肤,3,4,,,23:34.0,02:03.4,5,21
45,15,百草肤霜的保湿效果很好，特别是在干燥的冬天,3,4,,,15:45.0,02:03.4,3,73
46,16,侧柏叶草本洗发粉让我的头发更加柔顺，洗后清爽不油腻,3,5,,,17:41.0,02:03.4,9,88
47,17,生姜何首乌洗发水不仅促进头发生长，而且还有防脱发的效果,3,4,,,42:20.0,02:03.4,8,90
48,18,《中医养生饮食篇》书中的食疗方很实用，适合想改善生活方式的人,3,4,,,44:53.0,02:03.4,7,85
49,19,《药食同源与治未病》书中介绍了很多简单易行的养生方法,3,4,,,08:18.0,02:03.5,13,94
50,20,《时节养生》内容详尽，特别是关于四季养生的部分,3,4,,,37:30.0,02:03.5,4,14
51,21,《漫画黄帝内经》将深奥的中医知识变得生动有趣，易于吸收,3,5,,,18:31.0,02:03.5,1,53
53,23,艾草枕头使用后我睡眠质量明显提升，整夜睡得香甜,3,5,,,57:48.0,02:03.5,9,92
54,24,艾草锤子在缓解肌肉疲劳方面效果显著，推荐给经常锻炼的人,3,4,,,40:59.0,02:03.5,11,50
55,25,艾灸贴的使用让我感到整体放松，特别是缓解了我的肩颈疼痛,3,4,,,05:09.0,02:03.5,11,36
56,26,艾灸盒的便携设计让我随时随地都能享受艾灸的好处,3,4,,,32:45.0,02:03.5,3,100
57,27,人参五指毛桃茯苓茶的味道虽然独特，但其效果让我难以抗拒,3,5,,,33:16.0,02:03.5,12,96
58,28,祛湿茶真的能有效改善湿气重的症状，尤其是在潮湿的季节,3,4,,,07:43.0,02:03.5,5,62
61,1,助眠茶的香气让人放松，入睡速度快了不少,3,5,,,07:59.0,02:03.5,3,11
62,2,护嗓润肺茶喝了之后嗓子不那么干了，但是味道需要习惯,2,3,,,08:57.0,02:03.5,7,10
63,3,逍遥茶的效果很明显，心情变得更好，但是有时感觉有点上火,2,3,,,38:28.0,02:03.5,14,30
64,4,人参五指毛桃茯苓茶补气养血的效果很好，但长时间服用后效果减弱,2,3,,,54:15.0,02:03.5,1,32
66,6,百消丹玉妍丸对皮肤的改善效果很好，但是价格稍高,2,4,,,43:55.0,02:03.5,11,42
67,7,灵芝孢子粉使我感觉精力充沛，但是对于初次使用者可能有轻微不适,2,3,,,12:35.0,02:03.5,12,32
68,8,黄芪精的补气作用显著，但建议与其他药材搭配使用效果更佳,2,4,,,33:46.0,02:03.5,7,51
69,9,猴头菇口服液的改善记忆效果很好，但是服用初期可能会有小肚子不适,2,3,,,55:33.0,02:03.6,7,28
70,10,片仔癀漱口水用后口感清新，但如果有口腔伤口可能会感到轻微刺激,2,3,,,10:21.0,02:03.6,1,45
71,11,口清片长期使用后效果更加明显，但需要按时服用,2,4,,,35:33.0,02:03.6,12,53
72,12,田七牙膏使用后牙齿更加白亮，但味道不是每个人都能接受,2,3,,,32:31.0,02:03.6,11,83
73,13,黄芪洗面奶适合早晚使用，洁面效果好，但对某些油性皮肤可能不够,2,3,,,37:46.0,02:03.6,14,77
74,14,七子白面膜粉使用后肌肤保湿效果显著，但敏感肌肤需要小心使用,2,3,,,44:45.0,02:03.6,6,34
75,15,百草肤霜适合冬季使用，保湿效果长时间持续，但夏天使用可能感觉太油,2,3,,,34:05.0,02:03.6,6,21
76,16,侧柏叶草本洗发粉对油性头发清洁效果很好，但对干性头发可能过于强力,2,3,,,42:09.0,02:03.6,1,18
77,17,生姜何首乌洗发水长期使用可以显著改善头发质量，但初始阶段可能会有头皮瘙痒,2,3,,,01:29.0,02:03.6,9,26
79,19,《药食同源与治未病》介绍了许多传统中医知识，但部分内容较为晦涩,2,3,,,36:11.0,02:03.6,6,21
80,20,《时节养生》非常适合希望调整生活习惯的人，但篇幅较长需要耐心阅读,2,3,,,58:45.0,02:03.6,11,41
81,21,《漫画黄帝内经》将复杂的医学知识以漫画形式呈现，适合初学者,3,4,,,24:27.0,02:03.6,3,3
82,22,《百病生于瘀和堵》内容实用，帮助我认识到很多生活中的不良习惯,3,4,,,10:28.0,02:03.6,1,1
83,23,艾草枕头的使用让我整晚睡得更好，但对艾草味道敏感的人需要考虑,2,3,,,41:57.0,02:03.6,9,83
85,25,艾灸贴温度适中，适合长期使用，但需要注意皮肤敏感问题,2,3,,,30:35.0,02:03.6,11,8
86,26,艾灸盒便捷使用，特别适合办公室人员，但需要定期更换艾草,2,3,,,32:18.0,02:03.6,12,8
87,27,人参五指毛桃茯苓茶提高了我的精神状态，但长期使用需要医生建议,2,4,,,28:24.0,02:03.6,3,74
88,28,祛湿茶帮助我改善了关节不适，但建议搭配适当运动效果更好,2,4,,,49:51.0,02:03.7,12,27
89,29,参苓白术丸调节身体机能效果显著，但初期可能会有轻微的不适感,2,3,,,58:06.0,02:03.7,8,39
91,1,助眠茶帮助我调整了作息，但偶尔会有些依赖感,2,3,,,27:44.0,02:03.7,2,102
92,2,护嗓润肺茶改善了我长期咽炎问题，但需要持续饮用以维持效果,2,3,,,44:17.0,02:03.7,2,64
93,3,逍遥茶的口感清新，长期饮用能有效缓解压力,3,4,,,06:53.0,02:03.7,12,92
94,4,人参五指毛桃茯苓茶适合体质虚弱的人，但个别成分可能导致过敏,2,3,,,22:33.0,02:03.7,2,78
95,5,山楂陈皮茯苓茶口感独特，适合喜欢尝试新口味的人,3,4,,,20:21.0,02:03.7,13,39
96,6,百消丹玉妍丸对调理内分泌有帮助，但需要较长时间才能看到明显效果,2,3,,,50:13.0,02:03.7,2,24
97,7,灵芝孢子粉改善睡眠质量，但部分用户反映有轻微头晕,2,3,,,18:25.0,02:03.7,6,2
98,8,黄芪精对抗疲劳效果不错，但建议不要空腹服用以避免胃部不适,2,3,,,51:44.0,02:03.7,13,23
99,9,猴头菇口服液改善了我的注意力，但味道需要时间适应,2,3,,,14:45.0,02:03.7,5,3
100,10,片仔癀漱口水的消炎效果显著，但对某些人可能过于刺激,2,3,,,25:09.0,02:03.7,5,67
102,12,田七牙膏去除牙垢效果显著，但建议敏感牙齿的用户慎用,2,4,,,37:32.0,02:03.7,5,102
103,13,黄芪洗面奶改善了我皮肤的水油平衡，但对干燥肌肤效果一般,2,3,,,08:11.0,02:03.7,5,67
104,14,七子白面膜粉让皮肤感觉光滑细腻，但有些用户反映使用后有轻微刺激,2,3,,,21:54.0,02:03.7,6,4
105,15,百草肤霜适合敏感肌使用，但夏天可能感觉有些沉重,2,3,,,15:38.0,02:03.7,7,38
107,17,生姜何首乌洗发水对改善脱发有一定效果，但某些用户可能感觉头皮干燥,2,3,,,04:38.0,02:03.7,12,103
108,18,《中医养生饮食篇》提供了很多实用的食疗方案，但初学者可能需要时间消化,2,3,,,43:01.0,02:03.8,11,71
109,19,《药食同源与治未病》内容详实，但有些方案需要专业指导才能执行,2,3,,,30:48.0,02:03.8,7,31
110,20,《时节养生》书中的养生知识全面，但实际操作需要一定的耐心和毅力,2,3,,,13:40.0,02:03.8,3,93
111,21,《漫画黄帝内经》将中医理论以易懂的形式展现，适合各个年龄段的读者,3,5,,,13:05.0,02:03.8,8,16
112,22,《百病生于瘀和堵》帮助我理解了很多健康误区，但一些理论需要进一步验证,2,3,,,42:07.0,02:03.8,12,66
113,23,艾草枕头的自然香气帮我改善了睡眠质量，但长时间使用可能需要适应,2,3,,,16:16.0,02:03.8,10,98
114,24,艾草锤子在缓解肌肉疼痛方面有显著效果，但初次使用可能感到不适,2,3,,,26:11.0,02:03.8,8,43
115,25,艾灸贴在冬天特别舒服，但夏天使用时可能会感觉有些闷热,2,5,,,39:58.0,02:03.8,2,13
116,26,艾灸盒的设计简洁实用，但艾草的品质对效果影响较大,2,3,,,08:16.0,02:03.8,11,26
117,27,人参五指毛桃茯苓茶对提高精神集中有帮助，但不建议晚上饮用以免影响睡眠,2,3,,,37:56.0,02:03.8,11,68
118,28,祛湿茶帮助我改善了皮肤湿疹状况，但味道较为特殊需要时间适应,2,3,,,24:18.0,02:03.8,12,99
121,1,助眠茶的香味令人愉悦，有助于缓解压力，但对某些人可能会有轻微的头晕感,2,3,,,12:49.0,02:03.8,8,53
122,2,护嗓润肺茶的效果持久，但对味道敏感的人来说可能有些难以接受,2,3,,,52:39.0,02:03.8,2,30
123,3,逍遥茶令人感到轻松愉快，但对于肠胃敏感的人需要谨慎饮用,2,3,,,07:14.0,02:03.8,1,16
124,4,人参五指毛桃茯苓茶对增强体质有明显效果，但可能导致失眠,2,3,,,56:34.0,02:03.8,13,39
125,5,山楂陈皮茯苓茶口味适中，适合大部分人群，但过量饮用可能会引起腹泻,2,3,,,04:58.0,02:03.8,7,26
126,6,百消丹玉妍丸让我的肤质有了很大改善，但在服用期间需避免辛辣食物,2,4,,,40:55.0,02:03.8,8,60
127,7,灵芝孢子粉让我感觉身体更加轻松，但对初次使用者可能引起轻微的胃部不适,2,3,,,02:46.0,02:03.9,1,25
128,8,黄芪精服用后精力充沛，但对于一些药物过敏的人需要小心选择,2,3,,,56:10.0,02:03.9,7,7
129,9,猴头菇口服液改善认知功能明显，但对味道敏感的人来说需要时间适应,2,4,,,18:16.0,02:03.9,11,86
130,10,片仔癀漱口水能有效预防牙周病，但长期使用可能导致口腔黏膜变薄,2,3,,,49:51.0,02:03.9,2,62
131,11,口清片让我感觉整日清新，但对于味道比较敏感的人来说可能有些不适,2,3,,,31:51.0,02:03.9,13,95
132,12,田七牙膏有助于减少牙菌斑，但可能导致牙齿敏感问题加重,2,3,,,58:59.0,02:03.9,10,1
133,13,黄芪洗面奶非常适合春秋季使用，但在极度干燥的冬季可能效果不佳,2,3,,,21:14.0,02:03.9,2,30
134,14,七子白面膜粉使皮肤感觉更加滋润，但对于油性皮肤可能有点重,2,4,,,47:28.0,02:03.9,10,60
135,15,百草肤霜适合混合性肌肤使用，但可能不太适合油性肌肤,2,3,,,08:14.0,02:03.9,7,16
136,16,侧柏叶草本洗发粉使头发更加健康，但可能会让某些发质变得比较干燥,2,4,,,00:56.0,02:03.9,13,103
137,17,生姜何首乌洗发水有效减缓脱发，但可能需要一段时间才能看到效果,2,3,,,13:12.0,02:03.9,11,63
138,18,《中医养生饮食篇》提供了许多有益的食疗建议，但某些食材可能不易获得,2,3,,,19:34.0,02:03.9,7,60
139,19,《药食同源与治未病》是中医养生的好帮手，但对于初学者来说有些部分可能需要更多解释,2,3,,,24:22.0,02:03.9,9,56
140,20,《时节养生》详细讲解了四季如何养生，但一些方法可能需要特定环境才能实施,2,4,,,59:04.0,02:03.9,8,9
141,21,《漫画黄帝内经》的内容生动有趣，适合年轻人学习中医，但详细程度可能不足以满足专业人士,2,3,,,18:18.0,02:03.9,1,101
142,22,《百病生于瘀和堵》提供了很多实用的养生知识，但部分内容可能较难实践,2,3,,,55:35.0,02:03.9,14,74
143,23,艾草枕头帮助我解决了失眠问题，但需要定期更换以保持效果,2,3,,,27:43.0,02:03.9,8,17
144,24,艾草锤子的舒缓效果很好，但在使用初期可能会感到一些不适,2,4,,,24:50.0,02:04.0,9,1
145,25,艾灸贴对缓解疲劳有很好的帮助，但在皮肤敏感区域使用时需谨慎,2,3,,,01:36.0,02:04.0,14,57
146,26,艾灸盒方便携带，适合经常出差的人使用，但效果与传统艾灸相比略有不足,2,3,,,44:32.0,02:04.0,2,44
147,27,人参五指毛桃茯苓茶适合疲劳恢复，但不适合高血压患者使用,2,3,,,42:14.0,02:04.0,5,66
148,28,祛湿茶有效改善体内湿气，但建议和适当的饮食调整结合使用,2,3,,,51:22.0,02:04.0,1,95
149,29,参苓白术丸适合长期调理，但短期内可能难以观察到效果,2,3,,,40:41.0,02:04.0,5,59
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
